stem,path,mother
P1230__1024__1648___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1230__1024__1648___2976.png,P1230
P1230__1024__1648___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1230__1024__1648___824.png,P1230
P1230__1024__2472___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1230__1024__2472___0.png,P1230
P1230__1024__2472___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1230__1024__2472___1648.png,P1230
P1230__1024__2472___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1230__1024__2472___2472.png,P1230
P1230__1024__2472___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1230__1024__2472___2976.png,P1230
P1230__1024__2472___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1230__1024__2472___824.png,P1230
P1230__1024__3296___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1230__1024__3296___0.png,P1230
P1230__1024__3296___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1230__1024__3296___1648.png,P1230
P1230__1024__3296___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1230__1024__3296___2472.png,P1230
P1230__1024__3296___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1230__1024__3296___2976.png,P1230
P1230__1024__3296___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1230__1024__3296___824.png,P1230
P1230__1024__4120___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1230__1024__4120___0.png,P1230
P1230__1024__4120___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1230__1024__4120___1648.png,P1230
P1230__1024__4120___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1230__1024__4120___2472.png,P1230
P1230__1024__4120___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1230__1024__4120___2976.png,P1230
P1230__1024__4120___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1230__1024__4120___824.png,P1230
P1230__1024__4176___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1230__1024__4176___0.png,P1230
P1230__1024__4176___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1230__1024__4176___1648.png,P1230
P1230__1024__4176___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1230__1024__4176___2472.png,P1230
P1230__1024__4176___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1230__1024__4176___2976.png,P1230
P1230__1024__4176___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1230__1024__4176___824.png,P1230
P1230__1024__824___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1230__1024__824___0.png,P1230
P1230__1024__824___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1230__1024__824___1648.png,P1230
P1230__1024__824___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1230__1024__824___2472.png,P1230
P1230__1024__824___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1230__1024__824___2976.png,P1230
P1230__1024__824___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1230__1024__824___824.png,P1230
P1234__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1234__1024__0___0.png,P1234
P1234__1024__0___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1234__1024__0___1648.png,P1234
P1234__1024__0___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1234__1024__0___2472.png,P1234
P1234__1024__0___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1234__1024__0___2976.png,P1234
P1234__1024__0___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1234__1024__0___824.png,P1234
P1234__1024__1648___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1234__1024__1648___0.png,P1234
P1234__1024__1648___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1234__1024__1648___1648.png,P1234
P1234__1024__1648___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1234__1024__1648___2472.png,P1234
P1234__1024__1648___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1234__1024__1648___2976.png,P1234
P1234__1024__1648___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1234__1024__1648___824.png,P1234
P1234__1024__2472___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1234__1024__2472___0.png,P1234
P1234__1024__2472___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1234__1024__2472___1648.png,P1234
P1234__1024__2472___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1234__1024__2472___2472.png,P1234
P1234__1024__2472___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1234__1024__2472___2976.png,P1234
P1234__1024__2472___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1234__1024__2472___824.png,P1234
P1234__1024__2976___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1234__1024__2976___0.png,P1234
P1234__1024__2976___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1234__1024__2976___1648.png,P1234
P1234__1024__2976___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1234__1024__2976___2472.png,P1234
P1234__1024__2976___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1234__1024__2976___2976.png,P1234
P1234__1024__2976___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1234__1024__2976___824.png,P1234
P1234__1024__824___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1234__1024__824___0.png,P1234
P1234__1024__824___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1234__1024__824___1648.png,P1234
P1234__1024__824___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1234__1024__824___2472.png,P1234
P1234__1024__824___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1234__1024__824___2976.png,P1234
P1234__1024__824___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1234__1024__824___824.png,P1234
P1240__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1240__1024__0___0.png,P1240
P1240__1024__0___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1240__1024__0___1648.png,P1240
P1240__1024__0___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1240__1024__0___2472.png,P1240
P1240__1024__0___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1240__1024__0___2976.png,P1240
P1240__1024__0___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1240__1024__0___824.png,P1240
P1240__1024__1648___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1240__1024__1648___0.png,P1240
P1240__1024__1648___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1240__1024__1648___1648.png,P1240
P1240__1024__1648___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1240__1024__1648___2472.png,P1240
P1240__1024__1648___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1240__1024__1648___2976.png,P1240
P1240__1024__1648___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1240__1024__1648___824.png,P1240
P1240__1024__2472___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1240__1024__2472___0.png,P1240
P1240__1024__2472___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1240__1024__2472___1648.png,P1240
P1240__1024__2472___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1240__1024__2472___2472.png,P1240
P1240__1024__2472___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1240__1024__2472___2976.png,P1240
P1240__1024__2472___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1240__1024__2472___824.png,P1240
P1240__1024__2976___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1240__1024__2976___0.png,P1240
P1240__1024__2976___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1240__1024__2976___1648.png,P1240
P1240__1024__2976___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1240__1024__2976___2472.png,P1240
P1240__1024__2976___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1240__1024__2976___2976.png,P1240
P1240__1024__2976___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1240__1024__2976___824.png,P1240
P1240__1024__824___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1240__1024__824___0.png,P1240
P1240__1024__824___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1240__1024__824___1648.png,P1240
P1240__1024__824___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1240__1024__824___2472.png,P1240
P1240__1024__824___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1240__1024__824___2976.png,P1240
P1240__1024__824___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1240__1024__824___824.png,P1240
P1242__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1242__1024__0___0.png,P1242
P1242__1024__0___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1242__1024__0___1648.png,P1242
P1242__1024__0___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1242__1024__0___2472.png,P1242
P1242__1024__0___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1242__1024__0___2976.png,P1242
P1242__1024__0___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1242__1024__0___824.png,P1242
P1242__1024__1648___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1242__1024__1648___0.png,P1242
P1242__1024__1648___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1242__1024__1648___1648.png,P1242
P1242__1024__1648___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1242__1024__1648___2472.png,P1242
P1242__1024__1648___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1242__1024__1648___2976.png,P1242
P1242__1024__1648___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1242__1024__1648___824.png,P1242
P1242__1024__2472___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1242__1024__2472___0.png,P1242
P1242__1024__2472___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1242__1024__2472___1648.png,P1242
P1242__1024__2472___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1242__1024__2472___2472.png,P1242
P1242__1024__2472___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1242__1024__2472___2976.png,P1242
P1242__1024__2472___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1242__1024__2472___824.png,P1242
P1242__1024__2976___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1242__1024__2976___0.png,P1242
P1242__1024__2976___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1242__1024__2976___1648.png,P1242
P1242__1024__2976___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1242__1024__2976___2472.png,P1242
P1242__1024__2976___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1242__1024__2976___2976.png,P1242
P1242__1024__2976___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1242__1024__2976___824.png,P1242
P1242__1024__824___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1242__1024__824___0.png,P1242
P1242__1024__824___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1242__1024__824___1648.png,P1242
P1242__1024__824___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1242__1024__824___2472.png,P1242
P1242__1024__824___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1242__1024__824___2976.png,P1242
P1242__1024__824___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1242__1024__824___824.png,P1242
P1246__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1246__1024__0___0.png,P1246
P1246__1024__0___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1246__1024__0___1648.png,P1246
P1246__1024__0___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1246__1024__0___2472.png,P1246
P1246__1024__0___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1246__1024__0___2976.png,P1246
P1246__1024__0___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1246__1024__0___824.png,P1246
P1246__1024__1648___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1246__1024__1648___0.png,P1246
P1246__1024__1648___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1246__1024__1648___1648.png,P1246
P1246__1024__1648___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1246__1024__1648___2472.png,P1246
P1246__1024__1648___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1246__1024__1648___2976.png,P1246
P1246__1024__1648___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1246__1024__1648___824.png,P1246
P1246__1024__2472___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1246__1024__2472___0.png,P1246
P1246__1024__2472___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1246__1024__2472___1648.png,P1246
P1246__1024__2472___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1246__1024__2472___2472.png,P1246
P1246__1024__2472___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1246__1024__2472___2976.png,P1246
P1246__1024__2472___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1246__1024__2472___824.png,P1246
P1246__1024__2976___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1246__1024__2976___0.png,P1246
P1246__1024__2976___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1246__1024__2976___1648.png,P1246
P1246__1024__2976___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1246__1024__2976___2472.png,P1246
P1246__1024__2976___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1246__1024__2976___2976.png,P1246
P1246__1024__2976___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1246__1024__2976___824.png,P1246
P1246__1024__824___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1246__1024__824___0.png,P1246
P1246__1024__824___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1246__1024__824___1648.png,P1246
P1246__1024__824___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1246__1024__824___2472.png,P1246
P1246__1024__824___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1246__1024__824___2976.png,P1246
P1246__1024__824___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1246__1024__824___824.png,P1246
P1257__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1257__1024__0___0.png,P1257
P1257__1024__0___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1257__1024__0___1648.png,P1257
P1257__1024__0___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1257__1024__0___2472.png,P1257
P1257__1024__0___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1257__1024__0___2976.png,P1257
P1257__1024__0___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1257__1024__0___824.png,P1257
P1257__1024__1648___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1257__1024__1648___0.png,P1257
P1257__1024__1648___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1257__1024__1648___1648.png,P1257
P1257__1024__1648___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1257__1024__1648___2472.png,P1257
P1257__1024__1648___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1257__1024__1648___2976.png,P1257
P1257__1024__1648___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1257__1024__1648___824.png,P1257
P1257__1024__2472___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1257__1024__2472___0.png,P1257
P1257__1024__2472___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1257__1024__2472___1648.png,P1257
P1257__1024__2472___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1257__1024__2472___2472.png,P1257
P1257__1024__2472___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1257__1024__2472___2976.png,P1257
P1257__1024__2472___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1257__1024__2472___824.png,P1257
P1257__1024__2976___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1257__1024__2976___0.png,P1257
P1257__1024__2976___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1257__1024__2976___1648.png,P1257
P1257__1024__2976___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1257__1024__2976___2472.png,P1257
P1257__1024__2976___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1257__1024__2976___2976.png,P1257
P1257__1024__2976___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1257__1024__2976___824.png,P1257
P1257__1024__824___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1257__1024__824___0.png,P1257
P1257__1024__824___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1257__1024__824___1648.png,P1257
P1257__1024__824___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1257__1024__824___2472.png,P1257
P1257__1024__824___2976,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1257__1024__824___2976.png,P1257
P1257__1024__824___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1257__1024__824___824.png,P1257
P1266__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P1266__1024__0___0.png,P1266
