assignment_version,annotator_slot,task_order,anon_id,dataset,image_id,pred_id,crop_relpath,long_side_angle_deg_le90,cannot_determine,annotator_id,annotation_timestamp_utc
m4-v3-e6479d43f0b9,A,960,61153cb38a3fded6,FAIR1M-v1.0,6054__1024__0___0,6,crops/61153cb38a3fded6.jpg,,,,
m4-v3-e6479d43f0b9,A,961,1947cec59b270032,FAIR1M-v1.0,1863__1024__0___0,322,crops/1947cec59b270032.jpg,,,,
m4-v3-e6479d43f0b9,A,962,4a9dc4cd97ac88d3,SODA-A,00849__800__1200___0,793,crops/4a9dc4cd97ac88d3.jpg,,,,
m4-v3-e6479d43f0b9,A,963,b5741199a09a4508,DIOR-R,22357,1,crops/b5741199a09a4508.jpg,,,,
m4-v3-e6479d43f0b9,A,964,88ea3506d6dd588b,SODA-A,00964__800__1800___0,353,crops/88ea3506d6dd588b.jpg,,,,
m4-v3-e6479d43f0b9,A,965,0ac00a0047c542be,DIOR-R,15663,1,crops/0ac00a0047c542be.jpg,,,,
m4-v3-e6479d43f0b9,A,966,d277adc7c3b7ade8,FAIR1M-v1.0,154__1024__0___0,2,crops/d277adc7c3b7ade8.jpg,,,,
m4-v3-e6479d43f0b9,A,967,ea5cf0f963a7aec8,SODA-A,00530__800__0___600,63,crops/ea5cf0f963a7aec8.jpg,,,,
m4-v3-e6479d43f0b9,A,968,34a8ecd1e01b938f,DIOR-R,12196,20,crops/34a8ecd1e01b938f.jpg,,,,
m4-v3-e6479d43f0b9,A,969,aa96aea35127eb86,DIOR-R,20011,8,crops/aa96aea35127eb86.jpg,,,,
m4-v3-e6479d43f0b9,A,970,c897d615c7113989,FAIR1M-v1.0,289__1024__0___0,11,crops/c897d615c7113989.jpg,,,,
m4-v3-e6479d43f0b9,A,971,a7058ce44aab0816,DIOR-R,18662,11,crops/a7058ce44aab0816.jpg,,,,
m4-v3-e6479d43f0b9,A,972,b7f8c5c777e76a00,DIOR-R,21763,18,crops/b7f8c5c777e76a00.jpg,,,,
m4-v3-e6479d43f0b9,A,973,e19f13c47322ae0c,SODA-A,00328__800__600___0,1,crops/e19f13c47322ae0c.jpg,,,,
m4-v3-e6479d43f0b9,A,974,6eec1a362e82a606,SODA-A,02512__800__3931___0,92,crops/6eec1a362e82a606.jpg,,,,
m4-v3-e6479d43f0b9,A,975,c83cb736f71b4123,DIOR-R,11787,10,crops/c83cb736f71b4123.jpg,,,,
m4-v3-e6479d43f0b9,A,976,4813b884a8e9227a,DIOR-R,19787,3,crops/4813b884a8e9227a.jpg,,,,
m4-v3-e6479d43f0b9,A,977,c4296b3c6512a1fb,DIOR-R,18910,11,crops/c4296b3c6512a1fb.jpg,,,,
m4-v3-e6479d43f0b9,A,978,f251048ed7cbe7df,SODA-A,00557__800__1800___600,1,crops/f251048ed7cbe7df.jpg,,,,
m4-v3-e6479d43f0b9,A,979,a045624f9e99e5bc,DIOR-R,23263,131,crops/a045624f9e99e5bc.jpg,,,,
m4-v3-e6479d43f0b9,A,980,bf15f8582d5576ab,FAIR1M-v1.0,14689__1024__0___0,113,crops/bf15f8582d5576ab.jpg,,,,
m4-v3-e6479d43f0b9,A,981,fe40095132a582a8,SODA-A,00283__800__1800___1800,120,crops/fe40095132a582a8.jpg,,,,
m4-v3-e6479d43f0b9,A,982,e7fb8ab4facf41ad,DIOR-R,18875,59,crops/e7fb8ab4facf41ad.jpg,,,,
m4-v3-e6479d43f0b9,A,983,2cd92056add2c3d1,SODA-A,02407__800__3600___0,0,crops/2cd92056add2c3d1.jpg,,,,
m4-v3-e6479d43f0b9,A,984,1b8bf765f6bf0530,FAIR1M-v1.0,11329__1024__0___0,6,crops/1b8bf765f6bf0530.jpg,,,,
m4-v3-e6479d43f0b9,A,985,bd6497c7da4a8b90,SODA-A,00216__800__600___1200,69,crops/bd6497c7da4a8b90.jpg,,,,
m4-v3-e6479d43f0b9,A,986,83a76fbec593039c,DIOR-R,21463,17,crops/83a76fbec593039c.jpg,,,,
m4-v3-e6479d43f0b9,A,987,11439b4630100255,FAIR1M-v1.0,1041__1024__0___0,104,crops/11439b4630100255.jpg,,,,
m4-v3-e6479d43f0b9,A,988,3f49e2a67d78bc88,SODA-A,00181__800__600___1985,21,crops/3f49e2a67d78bc88.jpg,,,,
m4-v3-e6479d43f0b9,A,989,440405a9dd50f9dc,SODA-A,00231__800__0___0,242,crops/440405a9dd50f9dc.jpg,,,,
m4-v3-e6479d43f0b9,A,990,76a721fd45640f0f,DIOR-R,13828,8,crops/76a721fd45640f0f.jpg,,,,
m4-v3-e6479d43f0b9,A,991,08f410996172040d,FAIR1M-v1.0,6594__1024__0___0,80,crops/08f410996172040d.jpg,,,,
m4-v3-e6479d43f0b9,A,992,e1c76dad157e0070,FAIR1M-v1.0,15832__1024__0___0,37,crops/e1c76dad157e0070.jpg,,,,
m4-v3-e6479d43f0b9,A,993,bf372f3cc23e5529,FAIR1M-v1.0,11097__1024__0___0,100,crops/bf372f3cc23e5529.jpg,,,,
m4-v3-e6479d43f0b9,A,994,151bb5ae124b28a8,FAIR1M-v1.0,11329__1024__0___0,38,crops/151bb5ae124b28a8.jpg,,,,
m4-v3-e6479d43f0b9,A,995,c8cd294802d6cde2,SODA-A,00063__800__2400___1200,23,crops/c8cd294802d6cde2.jpg,,,,
m4-v3-e6479d43f0b9,A,996,416f9e496fbb2f9a,FAIR1M-v1.0,1465__1024__0___0,98,crops/416f9e496fbb2f9a.jpg,,,,
m4-v3-e6479d43f0b9,A,997,4e6910295e84cdd1,FAIR1M-v1.0,7__1024__0___824,9,crops/4e6910295e84cdd1.jpg,,,,
m4-v3-e6479d43f0b9,A,998,e5b15ffe5d55e3f4,FAIR1M-v1.0,7482__1024__0___0,34,crops/e5b15ffe5d55e3f4.jpg,,,,
m4-v3-e6479d43f0b9,A,999,38153dc8be349a37,FAIR1M-v1.0,4811__1024__0___0,5,crops/38153dc8be349a37.jpg,,,,
m4-v3-e6479d43f0b9,A,1000,c016d52deec0365d,FAIR1M-v1.0,11484__1024__0___0,52,crops/c016d52deec0365d.jpg,,,,
m4-v3-e6479d43f0b9,A,1001,197947d59206eef1,FAIR1M-v1.0,5242__1024__0___0,103,crops/197947d59206eef1.jpg,,,,
m4-v3-e6479d43f0b9,A,1002,ba0e65e077938454,DIOR-R,15974,15,crops/ba0e65e077938454.jpg,,,,
m4-v3-e6479d43f0b9,A,1003,b7f7cc54ef6b8af3,SODA-A,00198__800__2400___0,39,crops/b7f7cc54ef6b8af3.jpg,,,,
m4-v3-e6479d43f0b9,A,1004,ab6d1690b1ed918e,FAIR1M-v1.0,12297__1024__0___0,4,crops/ab6d1690b1ed918e.jpg,,,,
m4-v3-e6479d43f0b9,A,1005,27e6d503e8489967,DIOR-R,14298,39,crops/27e6d503e8489967.jpg,,,,
m4-v3-e6479d43f0b9,A,1006,b39df2ee9dc5e552,FAIR1M-v1.0,6643__1024__0___0,19,crops/b39df2ee9dc5e552.jpg,,,,
m4-v3-e6479d43f0b9,A,1007,d9d26d289ef634f9,SODA-A,00226__800__3600___1800,11,crops/d9d26d289ef634f9.jpg,,,,
m4-v3-e6479d43f0b9,A,1008,c8387ccee416def5,FAIR1M-v1.0,13703__1024__0___0,91,crops/c8387ccee416def5.jpg,,,,
m4-v3-e6479d43f0b9,A,1009,ca7bc476a29c8474,FAIR1M-v1.0,8783__1024__0___0,80,crops/ca7bc476a29c8474.jpg,,,,
m4-v3-e6479d43f0b9,A,1010,d1bdb04c4b9f182a,FAIR1M-v1.0,862__1024__0___0,222,crops/d1bdb04c4b9f182a.jpg,,,,
m4-v3-e6479d43f0b9,A,1011,aa38db51f39057c2,FAIR1M-v1.0,4202__1024__0___0,83,crops/aa38db51f39057c2.jpg,,,,
m4-v3-e6479d43f0b9,A,1012,ab1b8ffe06f2e591,FAIR1M-v1.0,1518__1024__0___0,39,crops/ab1b8ffe06f2e591.jpg,,,,
m4-v3-e6479d43f0b9,A,1013,fa169c4672a93488,SODA-A,01099__800__3955___600,72,crops/fa169c4672a93488.jpg,,,,
m4-v3-e6479d43f0b9,A,1014,0e32f801ec4375de,FAIR1M-v1.0,1135__1024__0___0,91,crops/0e32f801ec4375de.jpg,,,,
m4-v3-e6479d43f0b9,A,1015,06e785d13145782c,SODA-A,01552__800__0___1985,44,crops/06e785d13145782c.jpg,,,,
m4-v3-e6479d43f0b9,A,1016,af9975e61f3b6772,DIOR-R,21975,10,crops/af9975e61f3b6772.jpg,,,,
m4-v3-e6479d43f0b9,A,1017,7a59e74152b5f97f,DIOR-R,14359,3,crops/7a59e74152b5f97f.jpg,,,,
m4-v3-e6479d43f0b9,A,1018,c9a58591d176bdef,DIOR-R,19602,71,crops/c9a58591d176bdef.jpg,,,,
m4-v3-e6479d43f0b9,A,1019,40fb97a15ab27e8e,SODA-A,00867__800__3000___2045,1,crops/40fb97a15ab27e8e.jpg,,,,
m4-v3-e6479d43f0b9,A,1020,3b1284c879ffcfcf,DIOR-R,23351,0,crops/3b1284c879ffcfcf.jpg,,,,
m4-v3-e6479d43f0b9,A,1021,156110aeb098bfe2,SODA-A,00975__800__3000___1800,87,crops/156110aeb098bfe2.jpg,,,,
m4-v3-e6479d43f0b9,A,1022,2ac9b114b475cdcf,DIOR-R,23167,18,crops/2ac9b114b475cdcf.jpg,,,,
m4-v3-e6479d43f0b9,A,1023,494a716cd5c94c3b,SODA-A,01916__800__2400___1200,56,crops/494a716cd5c94c3b.jpg,,,,
m4-v3-e6479d43f0b9,A,1024,43ff74693d6f96b4,DIOR-R,15404,63,crops/43ff74693d6f96b4.jpg,,,,
m4-v3-e6479d43f0b9,A,1025,40d195521f35fa1f,FAIR1M-v1.0,2026__1024__0___0,1,crops/40d195521f35fa1f.jpg,,,,
m4-v3-e6479d43f0b9,A,1026,b69a8a9a02e9e529,SODA-A,00819__800__1800___600,3,crops/b69a8a9a02e9e529.jpg,,,,
m4-v3-e6479d43f0b9,A,1027,3804e62b5375c8b1,SODA-A,01786__800__4000___1944,0,crops/3804e62b5375c8b1.jpg,,,,
m4-v3-e6479d43f0b9,A,1028,8517e11f7c618062,FAIR1M-v1.0,6443__1024__0___0,8,crops/8517e11f7c618062.jpg,,,,
m4-v3-e6479d43f0b9,A,1029,5cfbeaead7ea269d,FAIR1M-v1.0,14626__1024__0___0,36,crops/5cfbeaead7ea269d.jpg,,,,
m4-v3-e6479d43f0b9,A,1030,b52286fa08534aa5,SODA-A,00198__800__3600___3000,91,crops/b52286fa08534aa5.jpg,,,,
m4-v3-e6479d43f0b9,A,1031,ea065be4d05ea2f7,FAIR1M-v1.0,4401__1024__0___0,7,crops/ea065be4d05ea2f7.jpg,,,,
m4-v3-e6479d43f0b9,A,1032,968cd85c7a881d91,DIOR-R,14012,15,crops/968cd85c7a881d91.jpg,,,,
m4-v3-e6479d43f0b9,A,1033,f089723f8160d109,SODA-A,00976__800__1200___0,100,crops/f089723f8160d109.jpg,,,,
m4-v3-e6479d43f0b9,A,1034,53dfb5ae40d4b46a,DIOR-R,18999,99,crops/53dfb5ae40d4b46a.jpg,,,,
m4-v3-e6479d43f0b9,A,1035,eeb364eb68b4f33a,SODA-A,00893__800__3600___600,64,crops/eeb364eb68b4f33a.jpg,,,,
m4-v3-e6479d43f0b9,A,1036,6a9ccf6a87090b46,SODA-A,01757__800__0___600,166,crops/6a9ccf6a87090b46.jpg,,,,
m4-v3-e6479d43f0b9,A,1037,69ae5cd97a84197a,FAIR1M-v1.0,479__1024__0___0,22,crops/69ae5cd97a84197a.jpg,,,,
m4-v3-e6479d43f0b9,A,1038,107b60235366545a,DIOR-R,13965,10,crops/107b60235366545a.jpg,,,,
m4-v3-e6479d43f0b9,A,1039,964285d30196c488,DIOR-R,18280,2,crops/964285d30196c488.jpg,,,,
m4-v3-e6479d43f0b9,A,1040,8d52e663324df8e8,FAIR1M-v1.0,15645__1024__0___0,100,crops/8d52e663324df8e8.jpg,,,,
m4-v3-e6479d43f0b9,A,1041,f00f9a7b09671122,SODA-A,01211__800__3600___600,58,crops/f00f9a7b09671122.jpg,,,,
m4-v3-e6479d43f0b9,A,1042,865b9f1cf3c1fb11,DIOR-R,22630,34,crops/865b9f1cf3c1fb11.jpg,,,,
m4-v3-e6479d43f0b9,A,1043,6067370ed7f26d67,FAIR1M-v1.0,14521__1024__0___0,110,crops/6067370ed7f26d67.jpg,,,,
m4-v3-e6479d43f0b9,A,1044,5d31a03858142835,DIOR-R,17345,65,crops/5d31a03858142835.jpg,,,,
m4-v3-e6479d43f0b9,A,1045,1fd73de8e1b87575,DIOR-R,21675,1,crops/1fd73de8e1b87575.jpg,,,,
m4-v3-e6479d43f0b9,A,1046,694006839393c911,DIOR-R,15670,80,crops/694006839393c911.jpg,,,,
m4-v3-e6479d43f0b9,A,1047,a43ba88bf26bbf8e,FAIR1M-v1.0,3831__1024__0___0,3,crops/a43ba88bf26bbf8e.jpg,,,,
m4-v3-e6479d43f0b9,A,1048,663ddd0d2b952bfd,FAIR1M-v1.0,16428__1024__0___0,60,crops/663ddd0d2b952bfd.jpg,,,,
m4-v3-e6479d43f0b9,A,1049,f2c8a4b09c851efe,FAIR1M-v1.0,1831__1024__0___0,1,crops/f2c8a4b09c851efe.jpg,,,,
m4-v3-e6479d43f0b9,A,1050,bc3d945611110382,DIOR-R,13148,6,crops/bc3d945611110382.jpg,,,,
m4-v3-e6479d43f0b9,A,1051,b6639428d9803c71,SODA-A,01449__800__1200___600,75,crops/b6639428d9803c71.jpg,,,,
m4-v3-e6479d43f0b9,A,1052,040d5c5cdb75a8ad,DIOR-R,20889,3,crops/040d5c5cdb75a8ad.jpg,,,,
m4-v3-e6479d43f0b9,A,1053,f3600368a280a92e,SODA-A,00550__800__1200___1944,21,crops/f3600368a280a92e.jpg,,,,
m4-v3-e6479d43f0b9,A,1054,16232ea75bad0024,SODA-A,02505__800__1200___600,12,crops/16232ea75bad0024.jpg,,,,
m4-v3-e6479d43f0b9,A,1055,6a2fed6b42691429,DIOR-R,21887,30,crops/6a2fed6b42691429.jpg,,,,
m4-v3-e6479d43f0b9,A,1056,b7592f4c7e69a3f1,SODA-A,00685__800__1800___1985,63,crops/b7592f4c7e69a3f1.jpg,,,,
m4-v3-e6479d43f0b9,A,1057,0478833091059316,FAIR1M-v1.0,7582__1024__0___0,69,crops/0478833091059316.jpg,,,,
m4-v3-e6479d43f0b9,A,1058,829a3afc69a9658a,DIOR-R,21558,2,crops/829a3afc69a9658a.jpg,,,,
m4-v3-e6479d43f0b9,A,1059,3bc2ea604e7d9e7b,SODA-A,00198__800__1200___3000,356,crops/3bc2ea604e7d9e7b.jpg,,,,
m4-v3-e6479d43f0b9,A,1060,a37942e1ffc4be5c,SODA-A,00201__800__1800___1200,32,crops/a37942e1ffc4be5c.jpg,,,,
m4-v3-e6479d43f0b9,A,1061,99fdf359ec262dcf,DIOR-R,16702,4,crops/99fdf359ec262dcf.jpg,,,,
m4-v3-e6479d43f0b9,A,1062,49512572d1faaf62,DIOR-R,22157,28,crops/49512572d1faaf62.jpg,,,,
m4-v3-e6479d43f0b9,A,1063,f7d7f87c6b66773c,FAIR1M-v1.0,7544__1024__0___0,4,crops/f7d7f87c6b66773c.jpg,,,,
m4-v3-e6479d43f0b9,A,1064,177f9b4293e25329,FAIR1M-v1.0,631__1024__0___0,141,crops/177f9b4293e25329.jpg,,,,
m4-v3-e6479d43f0b9,A,1065,0a6ecc7cae2f27ab,SODA-A,02325__800__1800___1200,3,crops/0a6ecc7cae2f27ab.jpg,,,,
m4-v3-e6479d43f0b9,A,1066,3bd67795e7909dfd,SODA-A,00205__800__2400___1200,14,crops/3bd67795e7909dfd.jpg,,,,
m4-v3-e6479d43f0b9,A,1067,634ed11dafe6881b,SODA-A,02424__800__0___600,12,crops/634ed11dafe6881b.jpg,,,,
m4-v3-e6479d43f0b9,A,1068,9b9c469257106872,DIOR-R,14920,2,crops/9b9c469257106872.jpg,,,,
m4-v3-e6479d43f0b9,A,1069,cfa6ce877bbe2532,SODA-A,00123__800__2400___600,11,crops/cfa6ce877bbe2532.jpg,,,,
m4-v3-e6479d43f0b9,A,1070,0bdd81d8c33e7cb7,FAIR1M-v1.0,238__1024__0___0,106,crops/0bdd81d8c33e7cb7.jpg,,,,
m4-v3-e6479d43f0b9,A,1071,37a83b951a9e2d45,FAIR1M-v1.0,11097__1024__0___0,81,crops/37a83b951a9e2d45.jpg,,,,
m4-v3-e6479d43f0b9,A,1072,7f21f37a6e7d6f24,FAIR1M-v1.0,2169__1024__0___0,7,crops/7f21f37a6e7d6f24.jpg,,,,
m4-v3-e6479d43f0b9,A,1073,5aed43c860585aef,SODA-A,00931__800__1800___1200,42,crops/5aed43c860585aef.jpg,,,,
m4-v3-e6479d43f0b9,A,1074,fbbdf92bf861d664,SODA-A,02114__800__3955___1985,416,crops/fbbdf92bf861d664.jpg,,,,
m4-v3-e6479d43f0b9,A,1075,3606209082b72269,SODA-A,01693__800__4000___1200,85,crops/3606209082b72269.jpg,,,,
m4-v3-e6479d43f0b9,A,1076,a54cb62796d7a960,SODA-A,00051__800__3600___1800,215,crops/a54cb62796d7a960.jpg,,,,
m4-v3-e6479d43f0b9,A,1077,aba88ff032184a4f,FAIR1M-v1.0,11512__1024__0___0,188,crops/aba88ff032184a4f.jpg,,,,
m4-v3-e6479d43f0b9,A,1078,b51b4fc3c4c1dc02,DIOR-R,12266,7,crops/b51b4fc3c4c1dc02.jpg,,,,
m4-v3-e6479d43f0b9,A,1079,9563dc7b3c57aced,FAIR1M-v1.0,11790__1024__976___976,16,crops/9563dc7b3c57aced.jpg,,,,
m4-v3-e6479d43f0b9,A,1080,3f0567f58caaa096,FAIR1M-v1.0,4015__1024__0___0,11,crops/3f0567f58caaa096.jpg,,,,
m4-v3-e6479d43f0b9,A,1081,5aba85149ac78918,SODA-A,00893__800__3889___1200,340,crops/5aba85149ac78918.jpg,,,,
m4-v3-e6479d43f0b9,A,1082,eab302794021e118,FAIR1M-v1.0,8199__1024__0___0,49,crops/eab302794021e118.jpg,,,,
m4-v3-e6479d43f0b9,A,1083,7df55110fe04fd39,SODA-A,00812__800__1800___600,22,crops/7df55110fe04fd39.jpg,,,,
m4-v3-e6479d43f0b9,A,1084,1748fa7e740ffec1,DIOR-R,13311,8,crops/1748fa7e740ffec1.jpg,,,,
m4-v3-e6479d43f0b9,A,1085,773627e9f94208ed,SODA-A,02135__800__3600___600,4,crops/773627e9f94208ed.jpg,,,,
m4-v3-e6479d43f0b9,A,1086,093230b0618021ef,SODA-A,00685__800__3600___0,1,crops/093230b0618021ef.jpg,,,,
m4-v3-e6479d43f0b9,A,1087,699b46d5626a7feb,DIOR-R,14842,10,crops/699b46d5626a7feb.jpg,,,,
m4-v3-e6479d43f0b9,A,1088,32b09df9c751109c,DIOR-R,23001,79,crops/32b09df9c751109c.jpg,,,,
m4-v3-e6479d43f0b9,A,1089,33954392327ffbbf,DIOR-R,11746,49,crops/33954392327ffbbf.jpg,,,,
m4-v3-e6479d43f0b9,A,1090,3a4a07d378b952ba,SODA-A,02135__800__3600___1800,46,crops/3a4a07d378b952ba.jpg,,,,
m4-v3-e6479d43f0b9,A,1091,c447c023a2c57d5d,DIOR-R,15945,4,crops/c447c023a2c57d5d.jpg,,,,
m4-v3-e6479d43f0b9,A,1092,324b9b944b7bf7be,DIOR-R,20748,29,crops/324b9b944b7bf7be.jpg,,,,
m4-v3-e6479d43f0b9,A,1093,b074f6874285b046,DIOR-R,15745,6,crops/b074f6874285b046.jpg,,,,
m4-v3-e6479d43f0b9,A,1094,c150855afb212257,DIOR-R,13157,2,crops/c150855afb212257.jpg,,,,
m4-v3-e6479d43f0b9,A,1095,5e8df7a369503313,DIOR-R,19960,124,crops/5e8df7a369503313.jpg,,,,
m4-v3-e6479d43f0b9,A,1096,4d3eb1c2aa3df22d,SODA-A,02135__800__3600___1800,48,crops/4d3eb1c2aa3df22d.jpg,,,,
m4-v3-e6479d43f0b9,A,1097,de90cb4b4416059a,DIOR-R,20145,0,crops/de90cb4b4416059a.jpg,,,,
m4-v3-e6479d43f0b9,A,1098,3eb2476395022d4c,SODA-A,00975__800__600___0,17,crops/3eb2476395022d4c.jpg,,,,
m4-v3-e6479d43f0b9,A,1099,288d818b5d6c0f9f,DIOR-R,19329,14,crops/288d818b5d6c0f9f.jpg,,,,
m4-v3-e6479d43f0b9,A,1100,2bd387d6b64035b8,FAIR1M-v1.0,12226__1024__0___0,30,crops/2bd387d6b64035b8.jpg,,,,
m4-v3-e6479d43f0b9,A,1101,192fb754af2a0279,FAIR1M-v1.0,346__1024__0___0,4,crops/192fb754af2a0279.jpg,,,,
m4-v3-e6479d43f0b9,A,1102,1bc54f9ef5654536,SODA-A,00257__800__2400___600,16,crops/1bc54f9ef5654536.jpg,,,,
m4-v3-e6479d43f0b9,A,1103,df4c53aa62154ff6,FAIR1M-v1.0,11428__1024__0___0,69,crops/df4c53aa62154ff6.jpg,,,,
m4-v3-e6479d43f0b9,A,1104,d717fc0cf94ac3f1,FAIR1M-v1.0,329__1024__0___0,13,crops/d717fc0cf94ac3f1.jpg,,,,
m4-v3-e6479d43f0b9,A,1105,0bd16e07b145d62d,DIOR-R,16961,18,crops/0bd16e07b145d62d.jpg,,,,
m4-v3-e6479d43f0b9,A,1106,d0452763faf8a17d,SODA-A,01502__800__1200___1200,31,crops/d0452763faf8a17d.jpg,,,,
m4-v3-e6479d43f0b9,A,1107,4564694fafae907a,DIOR-R,20794,26,crops/4564694fafae907a.jpg,,,,
m4-v3-e6479d43f0b9,A,1108,e87ca78b1e16d695,SODA-A,02071__800__3000___0,37,crops/e87ca78b1e16d695.jpg,,,,
m4-v3-e6479d43f0b9,A,1109,78116e4c02d80486,FAIR1M-v1.0,4282__1024__0___0,0,crops/78116e4c02d80486.jpg,,,,
m4-v3-e6479d43f0b9,A,1110,ad9734e140caed42,FAIR1M-v1.0,3136__1024__0___0,11,crops/ad9734e140caed42.jpg,,,,
m4-v3-e6479d43f0b9,A,1111,21457adb50febb95,DIOR-R,14087,15,crops/21457adb50febb95.jpg,,,,
m4-v3-e6479d43f0b9,A,1112,26e8b75d028d066b,SODA-A,02511__800__0___1200,49,crops/26e8b75d028d066b.jpg,,,,
m4-v3-e6479d43f0b9,A,1113,c73e58a8d640df1d,SODA-A,02024__800__1200___0,17,crops/c73e58a8d640df1d.jpg,,,,
m4-v3-e6479d43f0b9,A,1114,bb807117a5b968a7,SODA-A,01272__800__0___1800,24,crops/bb807117a5b968a7.jpg,,,,
m4-v3-e6479d43f0b9,A,1115,a3313b7127b35c53,DIOR-R,20376,1,crops/a3313b7127b35c53.jpg,,,,
m4-v3-e6479d43f0b9,A,1116,9faeea73f4bcdb39,FAIR1M-v1.0,1937__1024__0___0,145,crops/9faeea73f4bcdb39.jpg,,,,
m4-v3-e6479d43f0b9,A,1117,98d253854601680e,DIOR-R,18501,4,crops/98d253854601680e.jpg,,,,
m4-v3-e6479d43f0b9,A,1118,fab2521c6050a313,SODA-A,01764__800__3000___0,173,crops/fab2521c6050a313.jpg,,,,
m4-v3-e6479d43f0b9,A,1119,1d1eec9c52baed6c,DIOR-R,14615,3,crops/1d1eec9c52baed6c.jpg,,,,
m4-v3-e6479d43f0b9,A,1120,a9c210f892f500f4,DIOR-R,14454,22,crops/a9c210f892f500f4.jpg,,,,
m4-v3-e6479d43f0b9,A,1121,d6565b529c7115f7,FAIR1M-v1.0,12201__1024__0___0,159,crops/d6565b529c7115f7.jpg,,,,
m4-v3-e6479d43f0b9,A,1122,882736286d5514b8,FAIR1M-v1.0,14923__1024__0___0,80,crops/882736286d5514b8.jpg,,,,
m4-v3-e6479d43f0b9,A,1123,36a6322b1efb30c9,FAIR1M-v1.0,12226__1024__0___0,314,crops/36a6322b1efb30c9.jpg,,,,
m4-v3-e6479d43f0b9,A,1124,9138659658b630d4,FAIR1M-v1.0,2742__1024__0___0,0,crops/9138659658b630d4.jpg,,,,
m4-v3-e6479d43f0b9,A,1125,6da68bf34c562e90,SODA-A,01542__800__3600___1800,370,crops/6da68bf34c562e90.jpg,,,,
m4-v3-e6479d43f0b9,A,1126,1f9ea1d4412a7a35,DIOR-R,15276,10,crops/1f9ea1d4412a7a35.jpg,,,,
m4-v3-e6479d43f0b9,A,1127,e9b10a3ce020be1f,FAIR1M-v1.0,2541__1024__0___0,199,crops/e9b10a3ce020be1f.jpg,,,,
m4-v3-e6479d43f0b9,A,1128,fbf2dc8064da952f,FAIR1M-v1.0,3940__1024__0___0,0,crops/fbf2dc8064da952f.jpg,,,,
m4-v3-e6479d43f0b9,A,1129,02818b7c3265a68e,SODA-A,01099__800__3955___1985,404,crops/02818b7c3265a68e.jpg,,,,
m4-v3-e6479d43f0b9,A,1130,e92888d1b960890d,SODA-A,02294__800__600___1200,3,crops/e92888d1b960890d.jpg,,,,
m4-v3-e6479d43f0b9,A,1131,99a2985a95cb2574,DIOR-R,19804,36,crops/99a2985a95cb2574.jpg,,,,
m4-v3-e6479d43f0b9,A,1132,11defb30246f889f,SODA-A,02504__800__2400___0,36,crops/11defb30246f889f.jpg,,,,
m4-v3-e6479d43f0b9,A,1133,86db733a82358e86,DIOR-R,12715,31,crops/86db733a82358e86.jpg,,,,
m4-v3-e6479d43f0b9,A,1134,c325f2c0a3445b4e,SODA-A,02011__800__1800___600,8,crops/c325f2c0a3445b4e.jpg,,,,
m4-v3-e6479d43f0b9,A,1135,bf3f8d9e4b2ea467,DIOR-R,13335,8,crops/bf3f8d9e4b2ea467.jpg,,,,
m4-v3-e6479d43f0b9,A,1136,959704fb8a4503f3,SODA-A,00685__800__1800___0,22,crops/959704fb8a4503f3.jpg,,,,
m4-v3-e6479d43f0b9,A,1137,8e5142c19b9f51a5,DIOR-R,11747,0,crops/8e5142c19b9f51a5.jpg,,,,
m4-v3-e6479d43f0b9,A,1138,91ddc48577c5ff9e,FAIR1M-v1.0,10787__1024__0___0,30,crops/91ddc48577c5ff9e.jpg,,,,
m4-v3-e6479d43f0b9,A,1139,eb2b4e23b89daed5,FAIR1M-v1.0,4554__1024__0___0,11,crops/eb2b4e23b89daed5.jpg,,,,
m4-v3-e6479d43f0b9,A,1140,e27dfec3519adc65,SODA-A,01567__800__3955___1200,167,crops/e27dfec3519adc65.jpg,,,,
m4-v3-e6479d43f0b9,A,1141,b4198bcda58f7f96,FAIR1M-v1.0,9899__1024__0___0,29,crops/b4198bcda58f7f96.jpg,,,,
m4-v3-e6479d43f0b9,A,1142,d32ded742086354f,SODA-A,01879__800__600___1200,16,crops/d32ded742086354f.jpg,,,,
m4-v3-e6479d43f0b9,A,1143,e8a6912665dea1f6,FAIR1M-v1.0,2344__1024__0___0,15,crops/e8a6912665dea1f6.jpg,,,,
m4-v3-e6479d43f0b9,A,1144,93e099d85d11f02a,SODA-A,02114__800__3000___600,5,crops/93e099d85d11f02a.jpg,,,,
m4-v3-e6479d43f0b9,A,1145,0cb48d8509fe4100,FAIR1M-v1.0,1897__1024__0___0,2,crops/0cb48d8509fe4100.jpg,,,,
m4-v3-e6479d43f0b9,A,1146,0167b03231630e2f,DIOR-R,16321,1,crops/0167b03231630e2f.jpg,,,,
m4-v3-e6479d43f0b9,A,1147,46e088c777bd09e6,DIOR-R,12863,24,crops/46e088c777bd09e6.jpg,,,,
m4-v3-e6479d43f0b9,A,1148,0cbf5c319cad0f0b,DIOR-R,20893,25,crops/0cbf5c319cad0f0b.jpg,,,,
m4-v3-e6479d43f0b9,A,1149,3879289f1e30f2ca,DIOR-R,21478,4,crops/3879289f1e30f2ca.jpg,,,,
m4-v3-e6479d43f0b9,A,1150,736d7373ee6c08e5,DIOR-R,15656,72,crops/736d7373ee6c08e5.jpg,,,,
