image_id,gt_count,old_r011_n_pred,m069_n_pred,r014_identity_n_pred,r014_hflip_n_pred,r014_vflip_n_pred
5588__1024__0___0,9,72,72,72,73,71
5591__1024__0___0,10,83,83,83,77,78
5605__1024__0___0,4,68,68,68,65,63
5616__1024__0___0,55,345,345,345,322,337
562__1024__0___0,107,364,364,364,351,355
5631__1024__0___0,1,19,19,19,15,11
5638__1024__0___0,17,194,194,194,194,195
563__1024__0___0,78,338,338,338,360,348
563__1024__0___476,39,237,237,237,246,244
563__1024__476___0,9,70,70,70,86,77
563__1024__476___476,1,12,12,12,22,14
5648__1024__0___0,5,43,43,43,43,35
5649__1024__0___0,5,29,29,29,24,28
5650__1024__0___0,2,4,4,4,4,6
5651__1024__0___0,10,133,133,133,128,144
5656__1024__0___0,14,94,94,94,86,95
5659__1024__0___0,25,271,271,271,266,277
5660__1024__0___0,4,62,62,62,55,60
5663__1024__0___0,1,7,7,7,6,7
5667__1024__0___0,144,463,463,463,450,443
5671__1024__0___0,27,277,277,277,266,293
5674__1024__0___0,33,202,202,202,243,207
567__1024__0___0,15,251,251,251,264,260
5682__1024__0___0,7,67,67,67,70,69
5686__1024__0___0,279,612,612,612,613,624
5698__1024__0___0,13,203,203,203,200,180
5699__1024__0___0,2,46,46,46,43,40
5699__1024__0___824,0,MISSING,24,24,13,11
5699__1024__0___976,0,MISSING,16,16,11,12
5699__1024__824___0,7,60,60,60,64,62
5699__1024__824___824,3,23,23,23,19,18
5699__1024__824___976,3,9,9,9,6,5
5699__1024__976___0,6,61,61,61,62,60
5699__1024__976___824,3,19,19,19,15,17
5699__1024__976___976,3,5,5,5,5,5
5710__1024__0___0,12,84,84,84,73,77
5720__1024__0___0,2,24,24,24,28,28
5721__1024__0___0,2,16,16,16,15,19
5727__1024__0___0,4,73,73,73,81,78
5728__1024__0___0,42,267,267,267,258,259
5729__1024__0___0,16,250,250,250,236,242
5730__1024__0___0,11,293,293,293,304,312
5735__1024__0___0,3,47,47,47,53,55
5737__1024__0___0,63,333,333,333,326,317
5739__1024__0___0,5,53,53,53,57,52
5746__1024__0___0,3,25,25,25,24,26
5749__1024__0___0,18,205,205,205,200,219
5750__1024__0___0,1,12,12,12,13,10
5754__1024__0___0,1,13,13,13,7,8
5759__1024__0___0,5,77,77,77,104,58
5763__1024__0___0,4,32,32,32,34,34
5771__1024__0___0,47,236,236,236,231,235
5777__1024__0___0,1,41,41,41,30,38
5781__1024__0___0,15,103,103,103,104,98
5786__1024__0___0,3,41,41,41,47,49
5798__1024__0___0,1,21,21,21,22,19
5806__1024__0___0,12,95,95,95,84,99
5809__1024__0___0,8,147,147,147,168,140
5811__1024__0___0,3,57,57,57,67,66
5829__1024__0___0,71,444,444,444,421,439
5834__1024__0___0,32,238,238,238,239,237
583__1024__0___0,2,121,121,121,95,148
583__1024__0___476,2,220,220,220,290,208
583__1024__476___0,79,517,517,517,531,544
583__1024__476___476,80,542,542,542,589,573
5841__1024__0___0,3,65,65,65,57,53
584__1024__0___0,48,288,288,288,253,252
5857__1024__0___0,83,327,327,327,318,333
585__1024__0___0,5,39,39,39,43,38
5861__1024__0___0,7,96,96,96,105,118
586__1024__0___0,136,392,392,392,416,410
5875__1024__0___0,16,260,260,260,259,249
5876__1024__0___0,10,77,77,77,78,72
5879__1024__0___0,2,18,18,18,25,28
5879__1024__0___1648,1,54,54,54,67,75
5879__1024__0___2472,0,MISSING,24,24,21,12
5879__1024__0___2976,1,62,62,62,58,56
5879__1024__0___824,0,MISSING,94,94,115,109
5879__1024__1648___0,4,86,86,86,84,82
5879__1024__1648___1648,0,MISSING,17,17,24,18
5879__1024__1648___2472,1,16,16,16,18,18
5879__1024__1648___2976,1,29,29,29,29,34
5879__1024__1648___824,0,MISSING,20,20,22,18
5879__1024__2472___0,1,28,28,28,29,27
5879__1024__2472___1648,5,69,69,69,66,71
5879__1024__2472___2472,6,78,78,78,68,72
5879__1024__2472___2976,5,89,89,89,77,90
5879__1024__2472___824,0,MISSING,17,17,17,17
5879__1024__2976___0,3,60,60,60,58,65
5879__1024__2976___1648,4,80,80,80,81,85
5879__1024__2976___2472,2,56,56,56,43,53
5879__1024__2976___2976,5,86,86,86,85,82
5879__1024__2976___824,2,62,62,62,58,57
5879__1024__824___0,1,47,47,47,35,40
5879__1024__824___1648,0,MISSING,31,31,33,21
5879__1024__824___2472,0,MISSING,4,4,9,7
5879__1024__824___2976,0,MISSING,10,10,10,8
5879__1024__824___824,0,MISSING,53,53,46,48
5881__1024__0___0,4,59,59,59,59,52
5883__1024__0___0,1,6,6,6,6,6
5894__1024__0___0,1,19,19,19,15,22
5897__1024__0___0,2,43,43,43,40,42
58__1024__0___0,39,397,397,397,411,403
5900__1024__0___0,1,75,75,75,66,70
590__1024__0___0,128,406,406,406,409,381
5913__1024__0___0,1,16,16,16,18,17
5918__1024__0___0,5,83,83,83,73,77
5920__1024__0___0,21,149,149,149,151,168
5931__1024__0___0,6,75,75,75,110,83
5932__1024__0___0,4,66,66,66,61,64
5940__1024__0___0,13,274,274,274,265,271
5947__1024__0___0,1,10,10,10,9,10
5957__1024__0___0,10,128,128,128,120,142
5965__1024__0___0,1,6,6,6,4,3
5970__1024__0___0,7,52,52,52,48,52
5973__1024__0___0,3,35,35,35,39,33
5979__1024__0___0,2,31,31,31,31,27
5981__1024__0___0,126,395,395,395,387,405
5982__1024__0___0,9,56,56,56,54,55
5997__1024__0___0,45,261,261,261,266,266
6008__1024__0___0,111,407,407,407,397,392
6009__1024__0___0,58,336,336,336,328,353
6010__1024__0___0,12,234,234,234,231,249
601__1024__0___0,8,74,74,74,71,76
6022__1024__0___0,3,44,44,44,48,44
6032__1024__0___0,2,23,23,23,26,22
6038__1024__0___0,8,47,47,47,38,51
6044__1024__0___0,5,63,63,63,64,65
6048__1024__0___0,3,51,51,51,45,51
6054__1024__0___0,44,325,325,325,317,334
6058__1024__0___0,67,391,391,391,359,350
605__1024__0___0,1,11,11,11,10,11
6062__1024__0___0,1,10,10,10,11,9
6062__1024__0___824,0,MISSING,0,0,0,0
6062__1024__0___976,0,MISSING,0,0,0,0
6062__1024__824___0,0,MISSING,1,1,4,1
6062__1024__824___824,0,MISSING,0,0,0,0
6062__1024__824___976,0,MISSING,0,0,0,0
6062__1024__976___0,0,MISSING,1,1,5,1
6062__1024__976___824,0,MISSING,0,0,0,0
6062__1024__976___976,0,MISSING,0,0,0,0
6063__1024__0___0,11,213,213,213,216,203
6066__1024__0___0,1,24,24,24,29,31
6069__1024__0___0,2,23,23,23,23,21
6081__1024__0___0,103,311,311,311,316,305
608__1024__0___0,148,461,461,461,456,459
6090__1024__0___0,22,107,107,107,107,111
6094__1024__0___0,4,54,54,54,58,51
6096__1024__0___0,1,14,14,14,12,13
6100__1024__0___0,1,6,6,6,9,7
6102__1024__0___0,119,487,487,487,466,479
6112__1024__0___0,6,68,68,68,57,57
6113__1024__0___0,62,284,284,284,280,269
611__1024__0___0,76,331,331,331,322,321
6124__1024__0___0,7,56,56,56,58,75
6130__1024__0___0,3,37,37,37,33,42
6132__1024__0___0,21,274,274,274,268,278
6134__1024__0___0,55,273,273,273,264,296
6135__1024__0___0,3,28,28,28,26,27
6139__1024__0___0,6,42,42,42,44,43
6144__1024__0___0,56,395,395,395,369,362
6146__1024__0___0,67,297,297,297,273,259
6147__1024__0___0,11,285,285,285,259,285
6157__1024__0___0,5,28,28,28,37,31
6160__1024__0___0,114,404,404,404,409,413
6171__1024__0___0,11,103,103,103,103,105
6172__1024__0___0,11,80,80,80,70,73
6173__1024__0___0,34,249,249,249,287,272
6175__1024__0___0,30,241,241,241,243,254
6176__1024__0___0,47,313,313,313,301,309
6180__1024__0___0,1,20,20,20,21,19
6182__1024__0___0,11,63,63,63,62,56
6190__1024__0___0,69,303,303,303,286,298
6193__1024__0___0,5,31,31,31,30,29
6197__1024__0___0,2,21,21,21,24,23
6199__1024__0___0,83,329,329,329,324,351
6210__1024__0___0,4,43,43,43,42,45
6217__1024__0___0,9,102,102,102,104,90
6225__1024__0___0,83,336,336,336,348,344
6227__1024__0___0,3,29,29,29,32,28
6230__1024__0___0,1,14,14,14,14,12
6232__1024__0___0,160,437,437,437,450,452
6239__1024__0___0,1,15,15,15,12,21
6240__1024__0___0,35,389,389,389,396,388
6244__1024__0___0,2,29,29,29,28,28
6246__1024__0___0,4,52,52,52,52,53
6247__1024__0___0,5,44,44,44,49,48
6254__1024__0___0,0,MISSING,0,0,0,0
6254__1024__0___824,9,149,149,149,146,140
6254__1024__0___976,9,153,153,153,142,157
6254__1024__824___0,1,27,27,27,39,31
6254__1024__824___824,15,157,157,157,159,174
6254__1024__824___976,16,163,163,163,180,177
6254__1024__976___0,1,26,26,26,21,15
6254__1024__976___824,11,141,141,141,136,159
6254__1024__976___976,12,145,145,145,162,167
6256__1024__0___0,1,7,7,7,7,8
6258__1024__0___0,49,263,263,263,268,272
6261__1024__0___0,3,55,55,55,56,51
6262__1024__0___0,7,60,60,60,68,63
6265__1024__0___0,1,22,22,22,33,40
6274__1024__0___0,1,6,6,6,6,6
6281__1024__0___0,14,100,100,100,94,88
6283__1024__0___0,2,14,14,14,23,14
6284__1024__0___0,45,291,291,291,303,312
628__1024__0___0,46,244,244,244,241,241
6290__1024__0___0,1,95,95,95,136,142
6295__1024__0___0,33,222,222,222,226,219
6296__1024__0___0,2,30,30,30,25,22
6304__1024__0___0,1,4,4,4,4,3
6314__1024__0___0,10,241,241,241,242,245
6319__1024__0___0,1,15,15,15,17,14
631__1024__0___0,72,341,341,341,325,322
6324__1024__0___0,1,15,15,15,13,16
6325__1024__0___0,7,67,67,67,66,72
6329__1024__0___0,24,221,221,221,257,244
6344__1024__0___0,79,400,400,400,380,375
6347__1024__0___0,10,64,64,64,62,61
6352__1024__0___0,1,14,14,14,14,14
6355__1024__0___0,7,48,48,48,52,50
6357__1024__0___0,32,263,263,263,271,249
6359__1024__0___0,1,17,17,17,16,14
6371__1024__0___0,18,162,162,162,169,140
6374__1024__0___0,20,240,240,240,232,246
6388__1024__0___0,8,74,74,74,70,74
6393__1024__0___0,6,59,59,59,47,52
6399__1024__0___0,9,64,64,64,66,64
6408__1024__0___0,6,43,43,43,35,41
6409__1024__0___0,7,52,52,52,58,49
6415__1024__0___0,2,19,19,19,17,19
6416__1024__0___0,20,217,217,217,219,224
6420__1024__0___0,16,144,144,144,138,137
6421__1024__0___0,1,8,8,8,7,7
6433__1024__0___0,5,72,72,72,76,74
6437__1024__0___0,19,189,189,189,181,184
6437__1024__0___824,29,188,188,188,184,198
6437__1024__0___976,28,184,184,184,164,178
6437__1024__824___0,4,34,34,34,36,34
6437__1024__824___824,19,148,148,148,140,146
6437__1024__824___976,19,152,152,152,143,147
6437__1024__976___0,4,35,35,35,30,31
6437__1024__976___824,17,139,139,139,132,130
6437__1024__976___976,17,141,141,141,129,144
643__1024__0___0,6,25,25,25,36,29
643__1024__0___476,3,3,3,3,13,13
643__1024__476___0,4,22,22,22,29,26
643__1024__476___476,3,11,11,11,13,15
6443__1024__0___0,43,249,249,249,258,250
6445__1024__0___0,1,13,13,13,12,14
6446__1024__0___0,4,24,24,24,24,25
6446__1024__0___824,4,24,24,24,30,27
6446__1024__0___976,3,29,29,29,30,30
6446__1024__824___0,3,19,19,19,21,19
6446__1024__824___824,4,19,19,19,18,16
6446__1024__824___976,3,14,14,14,12,9
6446__1024__976___0,3,19,19,19,23,23
6446__1024__976___824,2,22,22,22,28,19
6446__1024__976___976,1,18,18,18,16,10
6462__1024__0___0,82,424,424,424,404,442
6471__1024__0___0,61,264,264,264,273,278
6477__1024__0___0,46,321,321,321,301,300
6479__1024__0___0,24,230,230,230,237,216
6482__1024__0___0,6,65,65,65,71,74
6483__1024__0___0,9,55,55,55,56,58
6491__1024__0___0,13,80,80,80,74,79
6506__1024__0___0,2,30,30,30,30,37
6510__1024__0___0,12,177,177,177,185,191
6511__1024__0___0,4,93,93,93,134,139
6516__1024__0___0,153,500,500,500,474,479
6518__1024__0___0,5,168,168,168,169,178
6521__1024__0___0,2,27,27,27,33,33
6523__1024__0___0,62,268,268,268,271,288
6529__1024__0___0,2,22,22,22,20,23
6535__1024__0___0,29,119,119,119,122,120
6538__1024__0___0,10,196,196,196,230,215
6540__1024__0___0,62,330,330,330,342,350
6542__1024__0___0,6,45,45,45,45,41
6542__1024__0___824,3,7,7,7,10,12
6542__1024__0___976,2,20,20,20,20,20
6542__1024__824___0,0,MISSING,0,0,0,0
6542__1024__824___824,2,8,8,8,9,10
6542__1024__824___976,2,16,16,16,13,13
6542__1024__976___0,0,MISSING,0,0,0,0
6542__1024__976___824,2,10,10,10,12,13
6542__1024__976___976,2,16,16,16,16,15
6548__1024__0___0,1,13,13,13,16,13
654__1024__0___0,1,21,21,21,13,22
6558__1024__0___0,2,28,28,28,31,36
6561__1024__0___0,2,31,31,31,33,33
6565__1024__0___0,4,55,55,55,53,62
6573__1024__0___0,26,288,288,288,270,250
6577__1024__0___0,2,35,35,35,38,36
6579__1024__0___0,2,39,39,39,45,34
6584__1024__0___0,1,17,17,17,13,17
6591__1024__0___0,4,36,36,36,43,43
6594__1024__0___0,60,329,329,329,301,299
65__1024__0___0,50,409,409,409,374,367
6600__1024__0___0,64,351,351,351,331,338
6609__1024__0___0,2,18,18,18,19,16
6610__1024__0___0,4,35,35,35,36,32
6611__1024__0___0,174,576,576,576,604,613
6619__1024__0___0,42,227,227,227,233,242
6620__1024__0___0,5,63,63,63,56,59
6626__1024__0___0,38,222,222,222,233,220
6629__1024__0___0,26,231,231,231,222,233
6635__1024__0___0,47,266,266,266,281,278
6637__1024__0___0,2,26,26,26,25,24
6643__1024__0___0,10,93,93,93,97,89
6644__1024__0___0,1,6,6,6,12,10
6645__1024__0___0,9,77,77,77,67,72
6649__1024__0___0,6,68,68,68,67,70
6654__1024__0___0,2,10,10,10,15,10
6656__1024__0___0,14,87,87,87,87,135
6658__1024__0___0,1,11,11,11,11,10
6660__1024__0___0,4,24,24,24,33,24
6672__1024__0___0,1,6,6,6,6,8
6677__1024__0___0,9,80,80,80,78,85
6689__1024__0___0,18,152,152,152,137,139
6703__1024__0___0,23,286,286,286,274,285
6704__1024__0___0,6,43,43,43,43,42
6705__1024__0___0,3,31,31,31,28,38
6707__1024__0___0,7,125,125,125,127,117
671__1024__0___0,3,16,16,16,11,10
671__1024__0___476,2,14,14,14,9,13
671__1024__476___0,15,57,57,57,68,62
671__1024__476___476,6,72,72,72,79,63
6722__1024__0___0,32,257,257,257,246,244
6724__1024__0___0,4,48,48,48,36,46
6729__1024__0___0,3,46,46,46,49,43
6730__1024__0___0,4,26,26,26,28,27
6732__1024__0___0,14,181,181,181,170,163
6734__1024__0___0,6,41,41,41,47,45
674__1024__0___0,1,19,19,19,20,24
6750__1024__0___0,5,50,50,50,47,85
6753__1024__0___0,2,40,40,40,37,37
6759__1024__0___0,2,9,9,9,8,8
675__1024__0___0,19,348,348,348,362,363
675__1024__0___476,29,347,347,347,365,390
675__1024__476___0,12,243,243,243,279,251
675__1024__476___476,12,225,225,225,267,293
6769__1024__0___0,1,15,15,15,12,11
6782__1024__0___0,31,268,268,268,260,253
6787__1024__0___0,3,42,42,42,40,45
6788__1024__0___0,8,84,84,84,82,94
6792__1024__0___0,4,35,35,35,36,47
6793__1024__0___0,1,12,12,12,10,9
6795__1024__0___0,10,32,32,32,41,32
679__1024__0___0,8,51,51,51,47,53
6801__1024__0___0,1,13,13,13,15,15
6805__1024__0___0,1,22,22,22,17,20
6814__1024__0___0,1,8,8,8,7,10
6822__1024__0___0,1,15,15,15,9,10
6835__1024__0___0,27,341,341,341,317,356
6849__1024__0___0,5,51,51,51,56,48
684__1024__0___0,2,20,20,20,17,21
6851__1024__0___0,15,213,213,213,221,233
6855__1024__0___0,1,22,22,22,22,19
6861__1024__0___0,2,27,27,27,27,27
6871__1024__0___0,4,81,81,81,62,78
6886__1024__0___0,77,385,385,385,394,387
6895__1024__0___0,13,222,222,222,261,246
6896__1024__0___0,115,443,443,443,436,435
6899__1024__0___0,2,34,34,34,35,29
6901__1024__0___0,22,175,175,175,184,189
6904__1024__0___0,2,28,28,28,19,27
6909__1024__0___0,14,179,179,179,186,156
6916__1024__0___0,13,98,98,98,87,97
6918__1024__0___0,34,259,259,259,247,250
692__1024__0___0,69,310,310,310,297,308
6938__1024__0___0,1,7,7,7,9,10
6944__1024__0___0,2,34,34,34,28,33
6948__1024__0___0,9,70,70,70,67,70
6955__1024__0___0,5,151,151,151,133,161
6962__1024__0___0,7,129,129,129,123,129
6964__1024__0___0,2,14,14,14,12,19
6965__1024__0___0,3,31,31,31,41,46
6969__1024__0___0,27,224,224,224,217,214
6979__1024__0___0,1,8,8,8,7,6
6983__1024__0___0,1,3,3,3,4,4
6985__1024__0___0,5,25,25,25,27,24
6986__1024__0___0,2,22,22,22,17,20
6987__1024__0___0,1,15,15,15,16,16
6992__1024__0___0,13,187,187,187,193,191
6997__1024__0___0,17,81,81,81,73,90
6998__1024__0___0,1,12,12,12,12,9
7000__1024__0___0,9,104,104,104,117,92
7009__1024__0___0,9,123,123,123,123,111
700__1024__0___0,173,501,501,501,520,514
7014__1024__0___0,1,4,4,4,4,4
7022__1024__0___0,7,57,57,57,52,58
7027__1024__0___0,7,51,51,51,56,49
7030__1024__0___0,26,304,304,304,309,318
7039__1024__0___0,7,77,77,77,71,83
703__1024__0___0,6,57,57,57,49,50
7044__1024__0___0,10,78,78,78,85,92
7052__1024__0___0,25,282,282,282,294,287
7056__1024__0___0,2,36,36,36,38,37
7070__1024__0___0,1,8,8,8,8,8
7071__1024__0___0,2,41,41,41,35,36
7075__1024__0___0,45,228,228,228,222,224
7078__1024__0___0,1,14,14,14,16,13
7089__1024__0___0,2,15,15,15,14,12
7094__1024__0___0,2,38,38,38,55,34
7099__1024__0___0,2,10,10,10,15,11
709__1024__0___0,158,556,556,556,532,554
7100__1024__0___0,7,59,59,59,72,58
710__1024__0___0,139,465,465,465,464,469
7115__1024__0___0,83,315,315,315,326,305
7123__1024__0___0,11,256,256,256,257,256
7128__1024__0___0,5,51,51,51,42,50
7138__1024__0___0,7,55,55,55,61,58
7141__1024__0___0,3,56,56,56,52,52
7143__1024__0___0,22,268,268,268,256,272
7145__1024__0___0,12,126,126,126,132,117
7147__1024__0___0,28,271,271,271,274,284
7151__1024__0___0,64,422,422,422,451,418
7152__1024__0___0,2,45,45,45,49,44
7157__1024__0___0,2,28,28,28,27,24
7159__1024__0___0,1,16,16,16,11,14
7161__1024__0___0,3,39,39,39,43,37
7164__1024__0___0,2,3,3,3,2,2
7166__1024__0___0,5,78,78,78,86,77
7167__1024__0___0,1,15,15,15,12,15
7168__1024__0___0,18,249,249,249,240,247
7170__1024__0___0,4,72,72,72,68,72
7175__1024__0___0,2,33,33,33,40,42
7176__1024__0___0,4,79,79,79,85,88
7177__1024__0___0,7,59,59,59,59,56
717__1024__0___0,30,229,229,229,214,230
7180__1024__0___0,34,374,374,374,369,373
7182__1024__0___0,2,31,31,31,30,30
7193__1024__0___0,31,207,207,207,241,188
7196__1024__0___0,4,41,41,41,34,34
7200__1024__0___0,1,8,8,8,8,8
7202__1024__0___0,5,58,58,58,61,47
7204__1024__0___0,9,122,122,122,95,76
7210__1024__0___0,1,8,8,8,8,8
7224__1024__0___0,68,304,304,304,308,306
7226__1024__0___0,3,65,65,65,54,60
7227__1024__0___0,76,377,377,377,367,385
7229__1024__0___0,33,388,388,388,377,389
7231__1024__0___0,3,44,44,44,47,45
7236__1024__0___0,14,75,75,75,80,74
7241__1024__0___0,4,26,26,26,29,31
7243__1024__0___0,1,19,19,19,19,21
7260__1024__0___0,4,58,58,58,56,57
7261__1024__0___0,13,188,188,188,196,199
7264__1024__0___0,8,74,74,74,81,74
7269__1024__0___0,26,189,189,189,193,177
7271__1024__0___0,5,53,53,53,50,49
7288__1024__0___0,2,105,105,105,94,107
7295__1024__0___0,4,113,113,113,92,96
7298__1024__0___0,10,129,129,129,122,122
72__1024__0___0,115,400,400,400,407,397
7301__1024__0___0,3,26,26,26,26,21
7303__1024__0___0,1,7,7,7,7,9
7309__1024__0___0,12,166,166,166,176,142
7312__1024__0___0,3,13,13,13,17,12
7314__1024__0___0,2,47,47,47,46,42
7317__1024__0___0,24,270,270,270,268,264
7318__1024__0___0,29,225,225,225,230,209
7320__1024__0___0,1,18,18,18,18,19
7321__1024__0___0,1,9,9,9,9,6
7332__1024__0___0,1,16,16,16,17,14
7333__1024__0___0,18,213,213,213,171,177
7334__1024__0___0,34,223,223,223,248,227
7335__1024__0___0,24,262,262,262,261,273
7338__1024__0___0,5,53,53,53,57,54
7340__1024__0___0,12,86,86,86,73,69
7349__1024__0___0,22,275,275,275,268,266
7350__1024__0___0,6,45,45,45,43,45
7358__1024__0___0,1,16,16,16,16,16
7360__1024__0___0,4,46,46,46,62,57
7362__1024__0___0,1,23,23,23,23,29
7363__1024__0___0,1,20,20,20,20,20
7364__1024__0___0,25,267,267,267,276,243
7367__1024__0___0,87,289,289,289,306,300
7369__1024__0___0,4,50,50,50,50,43
7376__1024__0___0,18,168,168,168,150,147
7377__1024__0___0,72,335,335,335,354,360
7378__1024__0___0,10,108,108,108,92,104
737__1024__0___0,30,237,237,237,229,237
7384__1024__0___0,10,78,78,78,70,64
7389__1024__0___0,47,228,228,228,234,246
738__1024__0___0,171,492,492,492,484,499
7390__1024__0___0,4,42,42,42,42,46
7397__1024__0___0,4,67,67,67,82,68
7399__1024__0___0,2,37,37,37,32,33
7400__1024__0___0,77,358,358,358,361,353
7402__1024__0___0,5,35,35,35,31,41
7403__1024__0___0,40,268,268,268,270,260
7405__1024__0___0,23,232,232,232,224,228
7412__1024__0___0,4,50,50,50,47,45
7416__1024__0___0,10,97,97,97,104,99
7417__1024__0___0,3,35,35,35,34,32
7420__1024__0___0,42,348,348,348,331,325
7424__1024__0___0,1,8,8,8,8,8
7430__1024__0___0,1,14,14,14,9,11
7435__1024__0___0,162,501,501,501,504,497
7436__1024__0___0,8,73,73,73,77,76
7438__1024__0___0,19,153,153,153,153,160
7447__1024__0___0,5,56,56,56,57,52
7450__1024__0___0,16,150,150,150,170,145
7452__1024__0___0,6,86,86,86,78,82
7457__1024__0___0,25,233,233,233,243,241
7458__1024__0___0,28,215,215,215,216,218
7460__1024__0___0,90,389,389,389,391,382
7471__1024__0___0,1,10,10,10,20,11
7475__1024__0___0,9,78,78,78,76,78
7478__1024__0___0,3,37,37,37,36,38
747__1024__0___0,8,59,59,59,55,59
7482__1024__0___0,28,241,241,241,263,259
7495__1024__0___0,3,50,50,50,50,48
7505__1024__0___0,4,31,31,31,20,27
7509__1024__0___0,5,48,48,48,45,44
750__1024__0___0,189,560,560,560,540,557
7512__1024__0___0,120,386,386,386,391,381
7515__1024__0___0,77,336,336,336,329,325
7516__1024__0___0,8,141,141,141,135,158
7521__1024__0___0,6,61,61,61,58,58
7525__1024__0___0,8,79,79,79,87,87
7527__1024__0___0,2,17,17,17,17,18
7537__1024__0___0,9,74,74,74,77,78
7539__1024__0___0,6,67,67,67,71,70
7544__1024__0___0,12,234,234,234,231,231
7547__1024__0___0,2,22,22,22,20,21
7552__1024__0___0,45,288,288,288,279,269
7561__1024__0___0,29,257,257,257,266,239
7582__1024__0___0,27,256,256,256,252,244
7587__1024__0___0,2,22,22,22,29,28
7595__1024__0___0,3,52,52,52,54,56
759__1024__0___0,125,422,422,422,404,406
7603__1024__0___0,34,257,257,257,278,262
7606__1024__0___0,3,54,54,54,59,61
7609__1024__0___0,2,34,34,34,30,27
760__1024__0___0,0,MISSING,0,0,0,0
760__1024__0___1648,0,MISSING,0,0,0,0
760__1024__0___1976,0,MISSING,0,0,0,0
760__1024__0___824,0,MISSING,0,0,0,0
760__1024__1648___0,4,24,24,24,15,19
760__1024__1648___1648,8,85,85,85,80,76
760__1024__1648___1976,19,154,154,154,159,166
760__1024__1648___824,3,42,42,42,50,40
760__1024__1976___0,1,20,20,20,16,23
760__1024__1976___1648,8,83,83,83,80,77
760__1024__1976___1976,15,140,140,140,143,144
760__1024__1976___824,6,81,81,81,68,75
760__1024__824___0,2,9,9,9,3,3
760__1024__824___1648,1,16,16,16,18,17
760__1024__824___1976,4,45,45,45,49,53
760__1024__824___824,1,10,10,10,8,9
7612__1024__0___0,6,57,57,57,51,53
7615__1024__0___0,1,5,5,5,5,5
7627__1024__0___0,16,97,97,97,101,106
7639__1024__0___0,1,8,8,8,8,7
7642__1024__0___0,8,69,69,69,71,74
7644__1024__0___0,29,252,252,252,239,224
764__1024__0___0,1,3,3,3,2,2
764__1024__0___476,1,2,2,2,3,3
764__1024__476___0,0,MISSING,6,6,5,6
764__1024__476___476,0,MISSING,3,3,2,2
7657__1024__0___0,93,375,375,375,355,367
7659__1024__0___0,12,128,128,128,125,155
7660__1024__0___0,2,34,34,34,31,35
7663__1024__0___0,34,290,290,290,291,284
7664__1024__0___0,61,259,259,259,281,268
7666__1024__0___0,3,50,50,50,48,51
7675__1024__0___0,2,30,30,30,34,39
7680__1024__0___0,15,187,187,187,231,232
7681__1024__0___0,4,51,51,51,48,40
7683__1024__0___0,20,204,204,204,193,203
7684__1024__0___0,13,93,93,93,102,94
7688__1024__0___0,7,69,69,69,69,83
7691__1024__0___0,1,5,5,5,3,5
7698__1024__0___0,6,99,99,99,85,99
7702__1024__0___0,7,71,71,71,74,63
7714__1024__0___0,1,8,8,8,8,8
7716__1024__0___0,6,61,61,61,66,64
7719__1024__0___0,12,222,222,222,229,245
7720__1024__0___0,9,77,77,77,86,84
7722__1024__0___0,1,48,48,48,45,46
7725__1024__0___0,6,83,83,83,86,89
7728__1024__0___0,1,11,11,11,10,9
7729__1024__0___0,5,48,48,48,52,49
7731__1024__0___0,12,136,136,136,127,130
7738__1024__0___0,43,221,221,221,214,214
7740__1024__0___0,0,MISSING,2,2,1,1
7740__1024__0___1648,2,31,31,31,34,35
7740__1024__0___2472,1,19,19,19,17,15
7740__1024__0___2976,0,MISSING,0,0,0,0
7740__1024__0___824,0,MISSING,19,19,14,7
7740__1024__1648___0,0,MISSING,1,1,0,1
7740__1024__1648___1648,3,45,45,45,44,42
7740__1024__1648___2472,8,99,99,99,96,97
7740__1024__1648___2976,6,73,73,73,69,71
7740__1024__1648___824,2,29,29,29,30,30
7740__1024__2472___0,0,MISSING,0,0,0,0
7740__1024__2472___1648,4,59,59,59,58,60
7740__1024__2472___2472,12,112,112,112,117,114
7740__1024__2472___2976,12,105,105,105,104,106
7740__1024__2472___824,1,19,19,19,18,16
7740__1024__2976___0,1,16,16,16,16,14
7740__1024__2976___1648,10,91,91,91,93,90
7740__1024__2976___2472,11,102,102,102,113,109
7740__1024__2976___2976,11,99,99,99,98,104
7740__1024__2976___824,1,18,18,18,19,16
7740__1024__824___0,0,MISSING,1,1,1,1
7740__1024__824___1648,0,MISSING,2,2,2,2
7740__1024__824___2472,0,MISSING,0,0,0,1
7740__1024__824___2976,1,14,14,14,14,12
7740__1024__824___824,0,MISSING,1,1,1,1
7748__1024__0___0,20,200,200,200,234,208
7749__1024__0___0,1,6,6,6,3,3
7750__1024__0___0,2,34,34,34,39,36
7751__1024__0___0,49,286,286,286,270,264
7758__1024__0___0,5,64,64,64,71,71
775__1024__0___0,1,16,16,16,17,15
7761__1024__0___0,2,22,22,22,24,23
7761__1024__0___824,1,7,7,7,8,6
7761__1024__0___976,1,3,3,3,6,5
7761__1024__824___0,1,25,25,25,24,20
7761__1024__824___824,0,MISSING,4,4,4,4
7761__1024__824___976,0,MISSING,7,7,7,5
7761__1024__976___0,0,MISSING,0,0,0,0
7761__1024__976___824,0,MISSING,5,5,4,6
7761__1024__976___976,0,MISSING,8,8,5,4
7767__1024__0___0,71,319,319,319,328,308
